73301,Austin,Travis
73344,Austin,Travis
75001,Addison,Dallas
75002,Allen,Collin
75006,Carrollton,Dallas
75007,Carrollton,Denton
75009,Celina,Collin
75010,Carrollton,Denton
75011,Carrollton,Dallas
75013,Allen,Collin
75014,Irving,Dallas
75015,Irving,Dallas
75016,Irving,Dallas
75017,Irving,Dallas
75019,Coppell,Dallas
75020,Denison,Grayson
75021,Denison,Grayson
75022,Flower Mound,Denton
75023,Plano,Collin
75024,Plano,Collin
